48 5.43755 5.3409
64 7.63418 7.47792
96 9.04433 8.86374
128 12.0572 11.89
192 17.9621 17.6057
256 24.3756 23.8137
384 34.7417 33.7655
512 83.7773 77.4041
768 72.3776 71.2714
1024 91.1801 89.4978
