32 269.662 257.87
48 371.072 365.621
64 531.648 514.963
96 796.624 765.565
128 1022.35 990.426
192 1591.5 1522.34
256 2120.34 2032.68
384 3197.64 3079.02
512 4230.69 4102.06
768 6431.25 6227.29
1024 8650.84 8377.61
1536 12942.1 12264.5
2048 17208.2 16645.7
3072 25867.3 24970
4096 32166.6 31847
6144 51422.2 50125.8
8192 68698 66707
12288 104633 101183
16384 137456 132098
24576 210090 204554
32768 273017 268302
