64 5.04212 4.91769
96 7.57235 7.19542
128 10.0366 9.47267
192 12.8781 12.6274
256 20.2964 19.7903
384 30.4104 29.8349
512 49.1977 47.5897
768 60.0627 56.7973
1024 80.3597 78.1897
